Id Database record;Name_site;Province;Country;Region;Laboratory;CRA;Error;Life;Method;Sample;Type;Specie;13C;15N;CN;Level;SU or UE;Periodization;Phase;Cultural_horizon;Cultural info;LongGM;LatGM;Short reference;Bibliography
621;La Fragua;Cantabria;Spain;West Mediterranean;GrN-20964;6860;60;n.d.;Conventional;Charcoal;n.d.;n.d.;;;;1 mid;;Mesolithic;Late;;Archaeological information is not available;-3.426769;43.443652;Straus et al., 2002;Straus, L. G., González Morales, M. R., Martı́nez, M. Á. F., Garcı́a-Gelabert, M. P. 2002. Last glacial human settlement in eastern cantabria(Northern spain). Journal of Archaeological Science, 29(12), 1403-1414. https://doi.org/10.1006/jasc.2001.0800
622;La Fragua;Cantabria;Spain;West Mediterranean;GrN-20963;6650;120;n.d.;Conventional;Charcoal;n.d.;n.d.;;;;1 up;;Mesolithic;Late;;Archaeological information is not available;-3.426769;43.443652;Straus et al., 2002;Straus, L. G., González Morales, M. R., Martı́nez, M. Á. F., Garcı́a-Gelabert, M. P. 2002. Last glacial human settlement in eastern cantabria(Northern spain). Journal of Archaeological Science, 29(12), 1403-1414. https://doi.org/10.1006/jasc.2001.0800
640;Levane-Bandella;P. Toscana;Italy;West Mediterranean;LTL-231A;8885;65;Long;AMS;Charcoal;Singular;n.d;;;;III;;Mesolithic;Early;Sauveterrian;;11.622;43.4976; Lo Vetro y Martini 2016;Lo Vetro, D., Martini, F., 2016. Mesolithic in Central–Southern Italy: Overview of lithic productions. Quat. Int. 423, 279–302. https://doi.org/10.1016/j.quaint.2015.12.043
641;Levane-Bandella;P. Toscana;Italy;West Mediterranean;LTL-232A;8823;40;Long;AMS;Charcoal;Singular;n.d;;;;III;;Mesolithic;Early;Sauveterrian;;11.622;43.4976; Lo Vetro y Martini 2016;Lo Vetro, D., Martini, F., 2016. Mesolithic in Central–Southern Italy: Overview of lithic productions. Quat. Int. 423, 279–302. https://doi.org/10.1016/j.quaint.2015.12.043
1035;Zemunica;Blk. Split-Dalmatia;Croatia;West Balkans;Beta-218733;10000;70;Long;AMS;Charcoal;Singular;n.d;;;;Trench 2;Layer 121;Mesolithic;Early;;;16.67;43.57;Šolić Klinddzić et al. 2015;Šolić Klinddzić, R., Radivić, S., Tezak-Gregl, T., Šlaus, M., Perhoć, Z., Altherr, R., Hulina, M., Gerometta, K., Boshian, G., Vukosavlević, N., Ahern, J., Janković, I., Richards, M., Karanavić, I. 2012. Late upper paleolithic, early Mesolithic from the cave site Zemunica near Bisko (Daltmatia, Croatia). Eurasian Prehistory 12 (1-2), 3-46
1036;Zemunica;Blk. Split-Dalmatia;Croatia;West Balkans;Beta-225632;9700;50;Long;AMS;Charcoal;Singular;n.d;;;;Trench 3;Layer 115;Mesolithic;;;;16.67;43.57;Šolić Klinddzić et al. 2015;Šolić Klinddzić, R., Radivić, S., Tezak-Gregl, T., Šlaus, M., Perhoć, Z., Altherr, R., Hulina, M., Gerometta, K., Boshian, G., Vukosavlević, N., Ahern, J., Janković, I., Richards, M., Karanavić, I. 2012. Late upper paleolithic, early Mesolithic from the cave site Zemunica near Bisko (Daltmatia, Croatia). Eurasian Prehistory 12 (1-2), 3-46
1037;Zemunica;Blk. Split-Dalmatia;Croatia;West Balkans;Beta-225631;9620;50;Long;AMS;Charcoal;Singular;n.d;;;;Trench 3;Layer 96;Mesolithic;Early;;;16.67;43.57;Šolić Klinddzić et al. 2015;Šolić Klinddzić, R., Radivić, S., Tezak-Gregl, T., Šlaus, M., Perhoć, Z., Altherr, R., Hulina, M., Gerometta, K., Boshian, G., Vukosavlević, N., Ahern, J., Janković, I., Richards, M., Karanavić, I. 2012. Late upper paleolithic, early Mesolithic from the cave site Zemunica near Bisko (Daltmatia, Croatia). Eurasian Prehistory 12 (1-2), 3-46
1038;Zemunica;Blk. Split-Dalmatia;Croatia;West Balkans;Beta-236113;9310;60;Short;AMS;Bone;Singular;n.d;;;;Trench 3;Layer 115;Mesolithic;Early;;;16.67;43.57;Šolić Klinddzić et al. 2015;Šolić Klinddzić, R., Radivić, S., Tezak-Gregl, T., Šlaus, M., Perhoć, Z., Altherr, R., Hulina, M., Gerometta, K., Boshian, G., Vukosavlević, N., Ahern, J., Janković, I., Richards, M., Karanavić, I. 2012. Late upper paleolithic, early Mesolithic from the cave site Zemunica near Bisko (Daltmatia, Croatia). Eurasian Prehistory 12 (1-2), 3-46
711;Mourre du Sève;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;Lyon-148;7730;60;Long;AMS;Charcoal;Singular;Quercus sp.;;;;E2;UE 13-16;Mesolithic;Late;Castelnovian;3 trapezes [Based on Defranould];4.8941;44.0184;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
712;Mourre du Sève;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;Lyon-149;7640;65;Long;AMS;Charcoal;Singular;Quercus sp.;;;;E2;UE 9-10;Mesolithic;Late;Castelnovian;3 trapezes [Based on Defranould];4.8941;44.0184;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
713;Mourre du Sève;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;Lyon-150;7415;60;Long;AMS;Charcoal;Singular;Quercus sp.;;;;E2;UE 3-7;Mesolithic;Late;Castelnovian;3 trapezes [Based on Defranould];4.8941;44.0184;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
1019;Vlako;Blk. Zadar;Croatia;West Balkans;Beta-302762;10160;100;Short;AMS;Bone;Singular;Wildlife / fauna;-16.6;;;Stratum 3;Layer 10;Epipalaeolithic;;;; 15.038575;44.021072;Cvitku et al. 2017;Cvitku_x0014_si_x0013_ć, B., Radović,S., Vujević, D. 2017. Changes in ornamental traditions and subsistence strategies during the Palaeolithic-Mesolithic transition in Vlakno cave. Quaternary International http://dx.doi.org/10.1016/j.quaint.2017.08.053
1020;Vlako;Blk. Zadar;Croatia;West Balkans;Beta-327417;9860;40;Short;AMS;Bone;Singular;Wildlife / fauna;-16.6;;;Stratum 3;;Epipalaeolithic;;;; 15.038575;44.021072;Cvitku et al. 2017;Cvitku_x0014_si_x0013_ć, B., Radović,S., Vujević, D. 2017. Changes in ornamental traditions and subsistence strategies during the Palaeolithic-Mesolithic transition in Vlakno cave. Quaternary International http://dx.doi.org/10.1016/j.quaint.2017.08.053
1021;Vlako;Blk. Zadar;Croatia;West Balkans;OxA-34518;8490;45;Short;AMS;Bone;Singular;Human;-16.1;1.3;3.2;Stratum 2;Burial 1;Mesolithic;;;; 15.038575;44.021072;Cristiani et al. 2018;Cristiani, E., Radini, A., Borić, D., Robson, H., Caricola, I., Carram M., Mutri, G., Oxilia, G., Zupancich, A., Šlaus, M., Vujević, D. 2018. Dental Calculus and isotopes provide direct evidence of fish and plant comsuption in Mesolithic Mediterranean. Scietific Reports 8: 8147
1022;Vlako;Blk. Zadar;Croatia;West Balkans;Beta-311088;8420;40;Short;AMS;Bone;Singular;Human;-16.6;;;Stratum 2;Burial 1;Mesolithic;;;; 15.038575;44.021072;Cristiani et al. 2018;Cristiani, E., Radini, A., Borić, D., Robson, H., Caricola, I., Carram M., Mutri, G., Oxilia, G., Zupancich, A., Šlaus, M., Vujević, D. 2018. Dental Calculus and isotopes provide direct evidence of fish and plant comsuption in Mesolithic Mediterranean. Scietific Reports 8: 8147
1023;Vlako;Blk. Zadar;Croatia;West Balkans;Z-3382;9230;80;Short;Conventional;Gastropod;Singular;Helix sp.;-16.6;;;Stratum 2;Layer 7;Mesolithic;;;; 15.038575;44.021072;Cvitku et al. 2017;Cvitku_x0014_si_x0013_ć, B., Radović,S., Vujević, D. 2017. Changes in ornamental traditions and subsistence strategies during the Palaeolithic-Mesolithic transition in Vlakno cave. Quaternary International http://dx.doi.org/10.1016/j.quaint.2017.08.053
765;Piazzana;P. Toscana;Italy;West Mediterranean;R-399;8990;90;Long;Conventional;Charcoal;n.d;n.d;;;;3I;3I SQ 44;Mesolithic;Early;Sauveterrian;;10.5279;44.0636;Skeates y Whitehouse 1997;Skeates, R., Whitehouse, R., 1997. New radiocarbon Dates for prehistoric italy, 2. Accord. Res. Pap. 6, 179–191.
766;Piazzana;P. Toscana;Italy;West Mediterranean;R-397;8890;90;Long;Conventional;Charcoal;n.d;n.d;;;;3F;3f SQ 33-43;Mesolithic;Early;Sauveterrian;;10.5279;44.0636;Skeates y Whitehouse 1997;Skeates, R., Whitehouse, R., 1997. New radiocarbon Dates for prehistoric italy, 2. Accord. Res. Pap. 6, 179–191.
767;Piazzana;P. Toscana;Italy;West Mediterranean;R-398;8780;90;Long;Conventional;Charcoal;n.d;n.d;;;;3G;3G SQ 33-43;Mesolithic;Early;Sauveterrian;;10.5279;44.0636;Skeates y Whitehouse 1997;Skeates, R., Whitehouse, R., 1997. New radiocarbon Dates for prehistoric italy, 2. Accord. Res. Pap. 6, 179–191.
768;Piazzana;P. Toscana;Italy;West Mediterranean;R-396;8450;90;Long;Conventional;Charcoal;n.d;n.d;;;;3E;3E SQ 43;Mesolithic;Early;Sauveterrian;;10.5279;44.0636;Skeates y Whitehouse 1997;Skeates, R., Whitehouse, R., 1997. New radiocarbon Dates for prehistoric italy, 2. Accord. Res. Pap. 6, 179–191.
769;Piazzana;P. Toscana;Italy;West Mediterranean;R-395;8080;90;Long;Conventional;Charcoal;n.d;n.d;;;;3D;3D SQ 43;Mesolithic;Early;Sauveterrian;;10.5279;44.0636;Skeates y Whitehouse 1997;Skeates, R., Whitehouse, R., 1997. New radiocarbon Dates for prehistoric italy, 2. Accord. Res. Pap. 6, 179–191.
770;Piazzana;P. Toscana;Italy;West Mediterranean;R-400;7330;85;Long;Conventional;Charcoal;n.d;n.d;;;;3A1;3A1 SQ 34;Mesolithic;Late;Castelnovian A;Symmetrical and assymetrical trapezes [Binder et al. 2012];10.5279;44.0636;Skeates y Whitehouse 1997;Skeates, R., Whitehouse, R., 1997. New radiocarbon Dates for prehistoric italy, 2. Accord. Res. Pap. 6, 179–191.
842;Riparo Fredian;P. Toscana;Italy;West Mediterranean;AA-10951;9458;91;Long;AMS;Charcoal;Singular;n.d;;;;Stratum 4;Quota 22;Mesolithic;Early;Sauveterrian;Typical sauveterrian industry;10.3817;44.0887;Boschian et al. 1996;Boschian, G., Mallegni, F., Tozzi, C., 1996. The Epigravettian and Mesolithic site of Fredian Shelter (Nord Tuscany). Quaternaria Nova 5, 45-80
584;Isola Santa;P. Toscana;Italy;West Mediterranean;R-1526;8840;120;Long;Conventional;Charcoal;n.d;n.d;;;;IV;4b;Mesolithic;Early;Sauveterrian;;10.4158;44.1093;Lo Vetro y Martini 2016;Lo Vetro, D., Martini, F., 2016. Mesolithic in Central–Southern Italy: Overview of lithic productions. Quat. Int. 423, 279–302. https://doi.org/10.1016/j.quaint.2015.12.043
585;Isola Santa;P. Toscana;Italy;West Mediterranean;R-1528;8780;110;Long;Conventional;Charcoal;n.d;n.d;;;;IV;4d;Mesolithic;Early;Sauveterrian;;10.4158;44.1093;Lo Vetro y Martini 2016;Lo Vetro, D., Martini, F., 2016. Mesolithic in Central–Southern Italy: Overview of lithic productions. Quat. Int. 423, 279–302. https://doi.org/10.1016/j.quaint.2015.12.043
586;Isola Santa;P. Toscana;Italy;West Mediterranean;R-1527;8590;90;Long;Conventional;Charcoal;n.d;n.d;;;;IV;4c;Mesolithic;Early;Sauveterrian;;10.4158;44.1093;Lo Vetro y Martini 2016;Lo Vetro, D., Martini, F., 2016. Mesolithic in Central–Southern Italy: Overview of lithic productions. Quat. Int. 423, 279–302. https://doi.org/10.1016/j.quaint.2015.12.043
587;Isola Santa;P. Toscana;Italy;West Mediterranean;R-1525;7460;130;Long;Conventional;Charcoal;n.d;n.d;;;;IV;4a;Mesolithic;Early;Sauveterrian;;10.4158;44.1093;Lo Vetro y Martini 2016;Lo Vetro, D., Martini, F., 2016. Mesolithic in Central–Southern Italy: Overview of lithic productions. Quat. Int. 423, 279–302. https://doi.org/10.1016/j.quaint.2015.12.043
588;Isola Santa;P. Toscana;Italy;West Mediterranean;R-1525a;7380;90;Long;Conventional;Charcoal;n.d;n.d;;;;IV;4a;Mesolithic;Early;Sauveterrian;;10.4158;44.1093;Lo Vetro y Martini 2016;Lo Vetro, D., Martini, F., 2016. Mesolithic in Central–Southern Italy: Overview of lithic productions. Quat. Int. 423, 279–302. https://doi.org/10.1016/j.quaint.2015.12.043
70;Arma Veirana;P. Liguria;Italy;West Mediterranean;OxA-36950;9170;45;Long;AMS;Charcoal;Singular;n.d;-27.71;;;Burial fill;;Mesolithic;Early;Epipaleolithic Indiferenziato;2 lithics epi / 1 sauveterrian;8.071995;44.145876;Hodgkings et al. 2021;Hodgkins, J., Orr, C., Gravel-Miguel, C., Riel-Salvatore, J., Miller, C., Bondioli, L., Nava, A., Lugli, F., Talamo, S., Hajdinjak, M., Cristiani, E., Romandini, M., Meyer, D., Drohobytsky, D., Kuester, F., Pothier, G., Buckley, M., Mancini, L., Baruffaldi, F., Silvestrini, S., Arrighi, S., Keller, H,, Belén, R., Peresani, M., Srait, D., Benazzi, S., Negrino, F. 2021. An infant burial from Arma Veirana in northwestern Italy provides insights into funerary practices and female personhood in early Mesolithic Europe. Scientific Reports 11:23735
71;Arma Veirana;P. Liguria;Italy;West Mediterranean;MAMS-42391;8950;30;Short;AMS;Bone;Singular;Human;-19.2;8.6;3.2;;;Mesolithic;Early;Epipaleolithic Indiferenziato;2 lithics epi / 1 sauveterrian;8.071995;44.145876;Hodgkings et al. 2021;Hodgkins, J., Orr, C., Gravel-Miguel, C., Riel-Salvatore, J., Miller, C., Bondioli, L., Nava, A., Lugli, F., Talamo, S., Hajdinjak, M., Cristiani, E., Romandini, M., Meyer, D., Drohobytsky, D., Kuester, F., Pothier, G., Buckley, M., Mancini, L., Baruffaldi, F., Silvestrini, S., Arrighi, S., Keller, H,, Belén, R., Peresani, M., Srait, D., Benazzi, S., Negrino, F. 2021. An infant burial from Arma Veirana in northwestern Italy provides insights into funerary practices and female personhood in early Mesolithic Europe. Scientific Reports 11:23735
635;Lama Lite;P. Emilia-Romagna;Italy;West Mediterranean;R-1394;6620;80;Long;Conventional;Charcoal;n.d;n.d;;;;T4;;Mesolithic;Late;Castelnovian B;74 Trapezes  [Dini & Fioravanti 2011, Prehistoria Alpina 2011];10.4087;44.2616;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
113;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-428659;7830;30;Short;AMS;Bone;Singular;Capreolus capreolus;;;;Layer 18;L18;Mesolithic;Early;;Denticulates;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
114;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-255116;7800;50;Short;AMS;Bone;Singular;Wildlife / Fauna;;;;Layer 18B;C18B;Mesolithic;Early;;Denticulates;4.42;44.27;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
115;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-255115;7770;50;Short;AMS;Bone;Singular;Cervus sp.;;;;Layer 15;C15 D3;Mesolithic;Early / Late;Mixed cultural horizons;9 BG2 / Denticulates;4.42;44.27;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
116;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-432166;7760;30;Short;AMS;Seed / Fruit;Singular;Vitis sp.;;;;Layer 16;L16;Mesolithic;Early / Late;Mixed cultural horizons;34 BG2 / Denticulates;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
117;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-253166;7670;50;Short;AMS;Bone;Singular;Wildlife / Fauna;;;;Layer 16;C16;Mesolithic;Early / Late;Mixed cultural horizons;34 BG2 / Denticulates;4.42;44.27;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
118;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Ly-542;7540;160;Short;AMS;Bone;Singular;Wildlife / fauna;;;;Layer 16;L16;Mesolithic;Early / Late;Mixed cultural horizons;34 BG2 / Denticulates;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
119;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-253164;7320;50;Short;AMS;Bone;Singular;Wildlife / Fauna;;;;Layer 14B;C14B;Mesolithic;Late;Castelnovian A;62 BG1;4.42;44.27;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
120;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-253163;7190;50;Short;AMS;Bone;Singular;Capreolus capreolus;;;;Layer 13B;C13B;Mesolithic;Late;Castelnovian A;156 BG1 / 1 BG2;4.42;44.27;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
121;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-253162;7170;50;Short;AMS;Bone;Singular;Wildlife / Fauna;;;;Layer 12A;C12A, carré E2;Mesolithic;Late;Castelnovian A;53 BG1;4.42;44.27;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
122;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Ly-496;7020;140;Long;Conventional;Sediment;Bulk;Organic material;;;;Layer 14;L14;Mesolithic;Late;Castelnovian A;62 BG1;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
123;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-253161;6990;40;Short;AMS;Bone;Singular;Sus scrofa;;;;Layer 10;C10B;Mesolithic;Late;Castelnovian A;44 BG1;4.42;44.27;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
124;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;MC-728;6880;100;Long;Conventional;Charcoal;Bulk;n.d;;;;Layer 8;L8;Mesolithic;Late;Castelnovian B;14 BG1 / 1 BG2 / 4 GB3;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
125;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-253160;6660;40;Short;AMS;Bone;Singular;Capreolus capreolus;;;;Layer 7;C7;Mesolithic;Late;Castelnovian B;6 BG1 / 7 GB3;4.42;44.27;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
126;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Ly-495;6440;230;Long;Conventional;Sediment;Bulk;Organic material;;;;Layer 14;L14;Mesolithic;Late;Castelnovian A;62 BG1;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
127;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;MC-695;6440;100;Long;Conventional;Charcoal;Bulk;n.d;;;;Layer 5;L5;Mesolithic;;Mixed cultural horizons;1 BG1 / 5 BG2 / 25 GB3;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
128;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;MC-729;6440;230;Long;Conventional;Charcoal;Bulk;n.d;;;;Layer 13;L13D;Mesolithic;Late;Castelnovian A;156 BG1 / 1 BG2;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
129;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Ly-494;6230;150;Long;Conventional;Charcoal;Bulk;n.d;;;;Layer 8;L8;Mesolithic;Late;Castelnovian B;14 BG1 / 1 BG2 / 4 GB3;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
636;Lama Lite;P. Emilia-Romagna;Italy;West Mediterranean;R-394;6620;80;Long;Conventional;Charcoal;n.d;n.d;;;;;G19 Spit 6;Mesolithic;Late;Castelnovian B;74 Trapezes  [Dini & Fioravanti 2011, Prehistoria Alpina 2011];10.3364;44.2787;Skeates y Whitehouse 1997;Skeates, R., Whitehouse, R., 1997. New radiocarbon Dates for prehistoric italy, 2. Accord. Res. Pap. 6, 179–191.
749;Passo della Comunella;P. Emilia-Rogmana;Italy;West Mediterranean;Birm-830;6960;130;Long;Conventional;Charcoal;Singular;Fraxinus sp.;;;;Mesolithic Horizon;;Mesolithic;Late;Castelnovian A;Trapezes (13.5%), microburin and retouched blades;10.3142;44.2804;Baroni y Biagi 1997;Baroni, C., Biagi, P. 1997. Excavations at the high Altitude Mesolithic Site of Laghetti del Crestoso (Bovegno, Brescia – Northen Italy). Anateo di Brescia
879;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Lyon-12839 SacA-45094;7545;40;Short;AMS;Bone;Singular;n.d;;;;Level E;US 1184;Mesolithic;Late;Castelnovian;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
880;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Beta-363427;7500;40;Short;AMS;Bone;Singular;Bos sp.;-21.3;;;Level E;US 1081;Mesolithic;Late;Castelnovian;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
881;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Lyon-11260 SacA-37626;7150;35;Short;AMS;Seed / Fruit;Singular;Corylus avellana;;;;Level E;US 1040;Mesolithic;Late;Castelnovian;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
882;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Beta-398965;7140;30;Short;AMS;Bone;Singular;Capreolus capreolus;-22.3;;;Level E;US 5435;Mesolithic;Late;Castelnovian;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
883;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Lyon-12841 SacA-45096;7000;45;Short;AMS;Bone;Singular;n.d;;;;Level E;US 1120;Mesolithic;Late;Castelnovian;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
884;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Beta-363428;6630;40;Short;AMS;Bone;Singular;Sus sp.;-19.3;;;Level E;US 1101 (Fireplace);Mesolithic;Late;Castelnovian;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
634;Lalo;R. Rhône-Alpes;France;West Mediterranean;AA-32642;7315;65;Long;AMS;Charcoal;n.d;n.d;;;;Lower terrace;Structure 8;Mesolithic;Late;Castelnovian;16 trapezes [tBased on Defranould];4.82118;44.5253;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
1010;Vela Spilja;Blk. Primorje-Gorski Kotar;Croatia;West Balkans;OxA-18170;9494;39;Long;AMS;Charcoal;Singular;Pinus sp.;-23.1;;;;;Mesolithic;;;;14.3633;44.6828;Forenbaher et al. 2013;Forenbaher, S., Kaiser, T., Miracle, P.T., 2013. Dating the East Adriatic Neolithic. Eur. J. Archaeol. 16, 589–609.
1011;Vela Spilja;Blk. Primorje-Gorski Kotar;Croatia;West Balkans;OxA-18041;9805;50;Long;AMS;Charcoal;Singular;Juniperus sp.;-23.8;;;;;Mesolithic;;;;14.3633;44.6828;Forenbaher et al. 2013;Forenbaher, S., Kaiser, T., Miracle, P.T., 2013. Dating the East Adriatic Neolithic. Eur. J. Archaeol. 16, 589–609.
