Id Database record;Name_site;Province;Country;Region;Laboratory;CRA;Error;Life;Method;Sample;Type;Specie;13C;15N;CN;Level;SU or UE;Period;Phase;Cultural_horizon;Periodization;Cultural info;LongGM;LatGM;Short reference;Bibliography
789;Mourre du Sève;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;Lyon-149;7640;65;Long;AMS;Charcoal;Singular;Quercus sp.;;;;E2;UE 9-10;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;3 trapezes [Based on Defranould];4.8941;44.0184;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
790;Mourre du Sève;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;Lyon-150;7415;60;Long;AMS;Charcoal;Singular;Quercus sp.;;;;E2;UE 3-7;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;3 trapezes [Based on Defranould];4.8941;44.0184;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
807;Paço velho;Distrito de Beja;Portugal;West Mediterranean;Sac-2847;6930;60;Short;n.d;Shell;Bulk;n.d;;;;Surface;;Mesolithic;Late;Castelnovian C;Late Mesolithic;1 trapeze but non diagnostic material;-8.7316;37.4036;Reis 2014;Reis, H., 2014. The Mesolithic – Neolithic Transition on the South-Western Portuguese Coast: Preliminary Data  on the Shellmidden of Paço Velho 2. P@lethnology 6, 153–159.
847;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;Q-2493;7040;70;Short;Conventional;Shell;Bulk;n.d;;;;Lower;Layer 3 = Layer C;Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
848;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;Q-2494;6780;65;Long;Conventional;Charcoal;Bulk;n.d;;;;Middle;Layer 2 = Layer B;Mesolithic;Late;Castelnovian C;Late Mesolithic;98 trapeze / 16 triangle / 38 segment [Araujo 1995-1997];-8.51909;38.2461;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
849;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;Q-2495;6470;70;Short;Conventional;Shell;Bulk;n.d;;;;Middle;Layer 2 = Layer B;Mesolithic;Late;Castelnovian C;Late Mesolithic;98 trapeze / 16 triangle / 38 segment [Araujo 1995-1997];-8.51909;38.2461;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
850;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;OxA-29113;7238;35;Short;AMS;Bone;Singular;Human;-17.2;11.3;;Diniz / Arias excavation;Trench 1 SU 613 (Burial 14) = Layer D;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;5 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
851;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;Lu-2769;7150;70;Short;AMS;Shell;Bulk;n.d;;;;;45-50 cm;Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
852;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;OxA-29114;7121;35;Short;AMS;Shell;Singular;Scrobicularia plana;-5;;;Diniz / Arias excavation;Trench 1 SU 403;Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
853;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;OxA-24652;7107;37;Short;AMS;Shell;Singular;Cerastodema edule;-3;;;Diniz / Arias excavation;Trench 1 SU 3 / 7 (layer C, old excavation correl);Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
854;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;OxA-24648;7084;36;Short;AMS;Shell;Singular;Cerastodema edule;-3.6;;;Diniz / Arias excavation;Trench 1 SU 3 / 7 (layer C, old excavation correl);Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
855;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;OxA-24650;7070;35;Short;AMS;Shell;Singular;Cerastodema edule;-3.2;;;Diniz / Arias excavation;Trench 1 SU 3 / 7 (layer C, old excavation correl);Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
856;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;OxA-24651;7053;37;Short;AMS;Shell;Singular;Cerastodema edule;-3.1;;;Diniz / Arias excavation;Trench 1 SU 3 / 7 (layer C, old excavation correl);Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
857;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;OxA-24649;7052;35;Short;AMS;Shell;Singular;Cerastodema edule;-3.1;;;Diniz / Arias excavation;Trench 1 SU 3 / 7 (layer C, old excavation correl);Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
858;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;Lu-2770;7050;60;Short;AMS;Shell;Bulk;n.d;;;;;65-70 cm;Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
859;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;OxA-29235;6962;37;Short;AMS;Bone;Singular;Meles meles;-18.9;;;Diniz / Arias excavation;Trench 1 SU 3 / 7 (layer C, old excavation correl);Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
860;Poças de Sao Bento;Distrito de Setúbal;Portugal;West Mediterranean;OxA-26094;6866;33;Short;AMS;Bone;Singular;Canis familiaris;-17.9;;;Diniz / Arias excavation;Trench 1 SU 8;Mesolithic;Late;Castelnovian C;Late Mesolithic;21 trapeze / 3 triangle [Araujo 1995-1997];-8.51909;38.2461;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
869;Prazo;Distrito de Guarda;Portugal;West Mediterranean;CSIC-1514;7353;50;Long;Conventional;Charcoal;Singular;n.d;;;;Complejo sector 1;SU 4 (indica Neo);Mesolithic;Late;Castelnovian B;Late Mesolithic;7 triangle / 2 segment [Monteiro 2011];-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
870;Prazo;Distrito de Guarda;Portugal;West Mediterranean;CSIC-1620;7608;35;Long;Conventional;Charcoal;Singular;Pinus pinea;;;;Complejo sector 1;SU 5;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
871;Prazo;Distrito de Guarda;Portugal;West Mediterranean;CSIC-1622;7204;35;Long;Conventional;Charcoal;Singular;Quercus sp.;;;;Complejo sector 1;SU 4 (indica Neo);Mesolithic;Late;Castelnovian B;Late Mesolithic;7 triangle / 2 segment [Monteiro 2011];-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
872;Prazo;Distrito de Guarda;Portugal;West Mediterranean;GrA-15369;7460;60;Short;n.d;Bone;Bulk;Burned / Calcinated;;;;Complejo sector 1;SU 4a;Mesolithic;Late;Castelnovian A;Late Mesolithic;2 trapeze / 1 segment [Monteiro 2011];-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
873;Prazo;Distrito de Guarda;Portugal;West Mediterranean;GrA-15984;5990;50;Short;AMS;Bone;Singular;Burned / Calcinated;;;;Complejo sector 1;SU 4a;Mesolithic;Late;Castelnovian A;Late Mesolithic;2 trapeze / 1 segment [Monteiro 2011];-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
874;Prazo;Distrito de Guarda;Portugal;West Mediterranean;GrA-26400;6710;50;Long;Conventional;Charcoal;n.d;n.d;;;;Complejo sector 1;SU 4a;Mesolithic;Late;Castelnovian A;Late Mesolithic;2 trapeze / 1 segment [Monteiro 2011];-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
875;Prazo;Distrito de Guarda;Portugal;West Mediterranean;GrA-18866;6980;70;Long;AMS;Charcoal;Singular;Pinus pinea;;;;Complejo sector 1;SU 4 (indica Neo);Mesolithic;Late;Castelnovian B;Late Mesolithic;7 triangle / 2 segment [Monteiro 2011];-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
877;Prazo;Distrito de Guarda;Portugal;West Mediterranean;GrA-18787;6950;50;Short;AMS;Seed / Fruit;Singular;n.d;;;;Complejo sector 1;SU 4a;Mesolithic;Late;Castelnovian A;Late Mesolithic;2 trapeze / 1 segment [Monteiro 2011];-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
878;Prazo;Distrito de Guarda;Portugal;West Mediterranean;GrN-26398;7240;110;Long;Conventional;Charcoal;Bulk;n.d;;;;Complejo sector 1;SU 4 (indica Neo);Mesolithic;Late;Castelnovian B;Late Mesolithic;7 triangle / 2 segment [Monteiro 2011];-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
879;Prazo;Distrito de Guarda;Portugal;West Mediterranean;CSIC-1621;8397;38;Long;Conventional;Charcoal;Bulk;n.d;;;;Complejo sector 1;SU 5;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
880;Prazo;Distrito de Guarda;Portugal;West Mediterranean;GrN-26402;8380;60;Long;Conventional;Charcoal;Bulk;n.d;;;;Complejo sector 1;SU 5;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
881;Prazo;Distrito de Guarda;Portugal;West Mediterranean;Wk-16539;8259;49;Long;AMS;Charcoal;Bulk;Pinus pinea;;;;Complejo sector 1;SU 5;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
882;Prazo;Distrito de Guarda;Portugal;West Mediterranean;Wk-16540;8435;52;Long;AMS;Charcoal;Bulk;Quercus sp.;;;;Complejo sector 1;SU 5;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
883;Prazo;Distrito de Guarda;Portugal;West Mediterranean;GrA-15986;8370;70;Long;AMS;Charcoal;Singular;Quercus sp.;;;;Complejo sector 1;SU 6;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
884;Prazo;Distrito de Guarda;Portugal;West Mediterranean;CSIC-1422;6502;34;Long;Conventional;Charcoal;Singular;n.d;;;;Complejo sector 7;SU 3 (indica Neo);Mesolithic;Late;Castelnovian C;Late Mesolithic;1 triangle / 1 segment [Monteiro 2011];-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo carbono-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
885;Prazo;Distrito de Guarda;Portugal;West Mediterranean;OxA-24779;7792;34;Short;AMS;Charcoal;Singular;n.d;-24.9;;;Complejo sector 1;SU 4a;Mesolithic;Late;Castelnovian A;Late Mesolithic;2 trapeze / 1 segment  [Monteiro 2011];-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo Charcoalo-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
886;Prazo;Distrito de Guarda;Portugal;West Mediterranean;OxA-24782;8317;37;Short;AMS;Charcoal;Singular;Prunus sp.;-24;;;Complejo sector 1;SU 5;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo Charcoalo-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
887;Prazo;Distrito de Guarda;Portugal;West Mediterranean;OxA-24780;8332;38;Short;AMS;Charcoal;Singular;Prunus sp.;-24.9;;;Complejo sector 1;SU 5;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-7.37305;41.14315;Monteiro 2012;Monteiro-Rodrigues, S., 2012. Novas datações pelo Charcoalo-14 para as ocupações holocénicas do Prazo (Freixo de Numão, Vila Nova de Foz Côa, Norte de Portugal). Estud. QuaternárioQuaternary Stud. 1.
924;Cabeço da Arruda;Distrito Santarem;Portugal;West Mediterranean;Beta-152956;7070;40;Short;AMS;Bone;Singular;Canis sp.;;;;;Depth of 4 meters;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;Without archaeological remains;-8.70238;39.01026;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
950;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-13692;7092;48;Short;n.d;Shell;Bulk;Patella sp.;;;;SI;Fireplace 1;Mesolithic;Late;Castelnovian C;Late Mesolithic;1 segment [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
951;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-14793;7117;38;Short;n.d;Shell;Bulk;Patella sp.;;;;SI;Fireplace 2;Mesolithic;Late;Castelnovian C;Late Mesolithic;1 segment [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
952;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-14794;7201;39;Short;n.d;Shell;Bulk;Patella sp.;;;;SI;Camada 2c base;Mesolithic;Late;Castelnovian C;Late Mesolithic;1 segment [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
953;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-14797;6862;43;Long;AMS;Charcoal;Singular;Juniperus sp.;;;;SI;Fireplace 2;Mesolithic;Late;Castelnovian C;Late Mesolithic;1 segment [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
954;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-14798;6820;51;Long;AMS;Charcoal;Singular;Pistacea sp.;;;;SII;Fireplace 3;Mesolithic;Late;Castelnovian C;Late Mesolithic;5 flakes [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
956;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-6075;7270;70;Short;n.d;Shell;Bulk;Patella sp.;;;;SI;Test 1;Mesolithic;Late;Castelnovian C;Late Mesolithic;1 segment [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
957;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-16424;8420;46;Short;n.d;Shell;Bulk;Mytilus sp.;;;;SI;Camada 3a;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;111 flakes [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
958;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-16426;8427;51;Short;n.d;Shell;Bulk;Mytilus sp.;;;;SV;Camada 3;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
959;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-16425;8673;78;Short;n.d;Shell;Bulk;n.d;;;;SIII;Camada 3b  Hearth 5;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
960;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-13690;8674;52;Short;Conventional;Shell;Bulk;Monotonda turbinata;;;;SIII;Camada 3b;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
961;Rocha Gaivotas;Distrito de Faro;Portugal;West Mediterranean;Wk-13691;8965;54;Short;Conventional;Shell;Bulk;Patella sp.;;;;SIII;Camada 3d Hearth 4;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;;-8.95571;37.07847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
968;Samouqueira I;Distrito de Setúbal;Portugal;West Mediterranean;ICEN-729;7520;60;Short;Conventional;Shell;Bulk;Patella sp.;-0.06;;;Level 3;Sector XII  (square D19);Mesolithic;Late;Castelnovian A;Late Mesolithic;4 trapeze /  1 triangle [Soares 1995];-8.85659;37.95924;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
969;Samouqueira I;Distrito de Setúbal;Portugal;West Mediterranean;TO-130;6370;70;Short;Conventional;Bone;Singular;Human;-15.3;16.5;;Level 2;F20;Mesolithic;Late;Castelnovian A;Late Mesolithic;* Out;-8.85659;37.95924;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
970;Samouqueira I;Distrito de Setúbal;Portugal;West Mediterranean;ICEN-1233;7590;60;Short;Conventional;Shell;Singular;Thais haemostoma;0.39;;;Level 3;Sector XII;Mesolithic;Late;Castelnovian A;Late Mesolithic;4 trapeze /  1 triangle [Soares 1995];-8.85659;37.95924;Soares y Silva 2017;Soares, J., Tavares da Silva, C., 2017. Living in the southwest Portuguese coast during the Late Mesolithic: The case study of Vale Marim I. J. Archaeol. Sci. Rep. https://doi.org/10.1016/j.jasrep.2017.11.019
971;Samouqueira I;Distrito de Setúbal;Portugal;West Mediterranean;ICEN-1232;7550;60;Short;Conventional;Shell;Singular;Patella sp.;0;;;Level 3;Sector XII;Mesolithic;Late;Castelnovian A;Late Mesolithic;4 trapeze /  1 triangle [Soares 1995];-8.85659;37.95924;Soares y Silva 2017;Soares, J., Tavares da Silva, C., 2017. Living in the southwest Portuguese coast during the Late Mesolithic: The case study of Vale Marim I. J. Archaeol. Sci. Rep. https://doi.org/10.1016/j.jasrep.2017.11.019
972;Samouqueira I;Distrito de Setúbal;Portugal;West Mediterranean;Beta-452075;7120;30;Short;AMS;Bone;Singular;Wildlife / fauna;-20.6;;;Level 3;Sector XII (square D18);Mesolithic;Late;Castelnovian A;Late Mesolithic;4 trapeze /  1 triangle [Soares 1995];-8.85659;37.95924;Soares y Silva 2017;Soares, J., Tavares da Silva, C., 2017. Living in the southwest Portuguese coast during the Late Mesolithic: The case study of Vale Marim I. J. Archaeol. Sci. Rep. https://doi.org/10.1016/j.jasrep.2017.11.019
973;Samouqueira I;Distrito de Setúbal;Portugal;West Mediterranean;OxA-36994;6995;36;Short;AMS;Shell;Singular;Patella;;;;Level 2;H1 (burial 1 context);Mesolithic;Late;Castelnovian A;Late Mesolithic;Without archaeological context;-8.85659;37.95924;Jackes et al. 2019;Jackes, M., Lubell, D., Meiklejohn, C., Schulting, R., Arias Cabal, P., 2019. New analyses and dating of partial skeletons from Samouqueira I, Portugal. Mesolithic Miscellany 27, 3–23.
974;Samouqueira I;Distrito de Setúbal;Portugal;West Mediterranean;OxA-36936;7015;38;Short;AMS;Bone;Singular;Human;-15.2;15.7;3.3;Level 2;Burial 2 (metacarpio);Mesolithic;Late;Castelnovian A;Late Mesolithic;Without archaeological context;-8.85659;37.95924;Jackes et al. 2019;Jackes, M., Lubell, D., Meiklejohn, C., Schulting, R., Arias Cabal, P., 2019. New analyses and dating of partial skeletons from Samouqueira I, Portugal. Mesolithic Miscellany 27, 3–23.
976;São Julião;Distrito de Lisboa;Portugal;West Mediterranean;Sac-1721;7650;80;Short;n.d;Shell;n.d;Cerastodema edule;;;;;Sheelmidden C;Mesolithic;Late;Castelnovian A;Late Mesolithic;1 trapeze [Sousa & Soares 2016];-9.33112;38.92688;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
